2.5472 	WARNING 	User requested fullscreen with size [1440  810], but screen is actually [2880, 1620]. Using actual size
5.2275 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.2286 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000000013497748>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([2880, 1620]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
5.2287 	EXP 	window1: recordFrameIntervals = False
5.4273 	EXP 	window1: recordFrameIntervals = True
5.4872 	WARNING 	t of last frame was 26.35ms (=1/37)
5.5093 	WARNING 	t of last frame was 22.11ms (=1/45)
5.5873 	WARNING 	t of last frame was 26.53ms (=1/37)
5.6093 	WARNING 	t of last frame was 22.06ms (=1/45)
5.6712 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
6.2250 	EXP 	window1: recordFrameIntervals = True
6.2985 	EXP 	Created instText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='instText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='What is your user code?\n', units=u'norm', win=Window(...), wrapWidth=1)
6.3071 	EXP 	Created target = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='target', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
6.3505 	EXP 	Sound  set volume 1.000
